1 1.06521 1.06521 0
2 1.09667 1.08094 0.0111229
3 1.08893 1.0836 0.00772784
4 1.07617 1.08174 0.00601475
5 1.07408 1.08021 0.00500329
6 1.09934 1.0834 0.00508469
7 1.09366 1.08486 0.00456469
8 1.06398 1.08225 0.00468128
9 1.06531 1.08037 0.00452383
10 1.07333 1.07967 0.00412592
11 1.07184 1.07896 0.00381169
12 1.06036 1.07741 0.00379613
13 1.0701 1.07684 0.00354553
14 1.07348 1.0766 0.0033004
15 1.09849 1.07806 0.0033876
16 1.07253 1.07772 0.00319348
17 1.07742 1.0777 0.00300568
18 1.07385 1.07749 0.00284628
19 1.09158 1.07823 0.00279145
20 1.08886 1.07876 0.00270202
