1 1.52113 1.52113 0
2 1.34631 1.43372 0.06181
3 1.02607 1.29784 0.118353
4 0.673392 1.14173 0.161732
5 0.459951 1.00537 0.177806
6 0.446116 0.912163 0.170865
7 0.540752 0.859104 0.154474
8 0.641517 0.831906 0.137538
9 0.701713 0.81744 0.123015
10 0.709454 0.806641 0.111186
11 0.685211 0.795602 0.101625
12 0.674747 0.785531 0.0936539
13 0.700077 0.778958 0.0866802
14 0.743048 0.776393 0.0805267
15 0.769316 0.775921 0.0751596
16 0.770593 0.775588 0.0704629
17 0.788446 0.776344 0.0663221
18 0.828122 0.779221 0.0626998
19 0.85206 0.783054 0.0595169
20 0.847196 0.786261 0.0566274
21 0.82329 0.788025 0.0539583
22 0.813155 0.789167 0.0515178
23 0.839394 0.791351 0.0493241
24 0.881352 0.795101 0.0474113
25 0.910007 0.799697 0.0457371
26 0.91757 0.804231 0.0442021
27 0.904104 0.80793 0.0427195
28 0.871522 0.810201 0.0412541
29 0.836457 0.811106 0.0398415
30 0.811946 0.811134 0.0385134
31 0.785218 0.810298 0.0372801
32 0.748975 0.808382 0.0361644
33 0.720718 0.805725 0.0351659
34 0.724271 0.80333 0.0342131
35 0.759569 0.802079 0.0332584
36 0.79524 0.801889 0.0323351
37 0.808279 0.802062 0.0314617
38 0.801715 0.802053 0.0306337
39 0.790289 0.801751 0.0298497
40 0.782508 0.80127 0.0291074
41 0.778962 0.800726 0.0284025
42 0.786493 0.800387 0.0277283
43 0.805507 0.800506 0.0270837
44 0.812797 0.800786 0.0264696
45 0.792545 0.800602 0.025882
46 0.760131 0.799723 0.0253343
47 0.751826 0.798704 0.0248158
48 0.785881 0.798436 0.0243002
49 0.837387 0.799231 0.0238173
50 0.866881 0.800584 0.0233794
51 0.863822 0.801824 0.0229538
52 0.856916 0.802884 0.0225368
53 0.870896 0.804167 0.0221481
54 0.890404 0.805764 0.0217954
55 0.883737 0.807182 0.0214452
56 0.843161 0.807824 0.0210719
57 0.785156 0.807427 0.020706
58 0.733873 0.806158 0.0203878
59 0.711747 0.804558 0.0201049
60 0.727432 0.803273 0.0198109
61 0.768321 0.8027 0.0194944
62 0.81459 0.802892 0.0191809
63 0.844356 0.80355 0.0188877
64 0.842722 0.804162 0.0186025
65 0.815512 0.804336 0.0183172
66 0.786129 0.804061 0.0180417
67 0.779534 0.803694 0.0177761
68 0.801561 0.803663 0.0175147
69 0.828092 0.804017 0.0172645
70 0.836205 0.804477 0.017024
71 0.83057 0.804844 0.0167882
72 0.823486 0.805103 0.016557
73 0.817086 0.805267 0.016331
74 0.808029 0.805305 0.0161104
75 0.790389 0.805106 0.0158968
76 0.764277 0.804569 0.0156967
77 0.747912 0.803833 0.0155101
78 0.760732 0.80328 0.0153211
79 0.789403 0.803105 0.0151281
80 0.802924 0.803102 0.014939
81 0.803014 0.803101 0.0147546
82 0.818869 0.803294 0.0145759
83 0.848564 0.803839 0.0144105
84 0.865393 0.804572 0.0142576
85 0.855472 0.805171 0.0141024
86 0.824255 0.805393 0.0139402
87 0.795154 0.805275 0.0137804
88 0.796234 0.805172 0.0136242
89 0.821294 0.805353 0.0134723
90 0.832309 0.805653 0.013326
91 0.813328 0.805737 0.0131798
92 0.788179 0.805546 0.0130379
93 0.769963 0.805164 0.0129033
94 0.75368 0.804616 0.0127777
95 0.740369 0.80394 0.0126611
96 0.740297 0.803277 0.0125465
97 0.761772 0.802849 0.0124245
98 0.79272 0.802745 0.0122981
99 0.812369 0.802843 0.0121743
100 0.814698 0.802961 0.0120531
