3.26238,0
3.21059,0.0517838
3.21031,0.0298987
3.16154,0.053157
3.15112,0.0424727
3.15241,0.0347025
3.17588,0.0375685
3.18669,0.0342846
3.16764,0.035738
3.20624,0.0501185
3.20656,0.045335
3.19448,0.0431117
3.17387,0.0446932
3.16586,0.0421477
3.20512,0.0555086
3.19044,0.0539591
3.19157,0.0506985
3.18975,0.0478337
3.19644,0.0457372
3.18738,0.044326
3.18367,0.0423254
3.18254,0.0403715
3.21721,0.051871
3.2051,0.0511181
3.19571,0.0499228
3.18372,0.0494387
3.16677,0.0505016
3.16136,0.0489646
3.15792,0.047371
3.15471,0.0458772
3.15994,0.0446794
3.16314,0.043379
3.17126,0.0428209
3.16804,0.0416674
3.17229,0.0406819
3.17786,0.0399268
3.18313,0.0391891
3.17418,0.0391804
3.18907,0.0409638
3.17941,0.0410772
3.17325,0.0405348
3.17666,0.0397052
3.1751,0.0388023
3.16945,0.0383287
3.16812,0.037491
3.16684,0.0366891
3.15746,0.0371046
3.15547,0.0363782
3.15261,0.0357428
3.14724,0.0354299
3.14556,0.0347688
3.14486,0.0341007
3.14419,0.0334578
3.14739,0.0329875
3.14337,0.0326302
3.14028,0.032191
3.13974,0.0316258
3.14095,0.0310992
3.14212,0.0305898
3.13852,0.0302895
3.13805,0.0297926
3.14093,0.0294496
3.13893,0.0290469
3.14541,0.0293147
3.1464,0.0288771
3.14736,0.0284524
3.14539,0.0280939
3.14348,0.0277437
3.14097,0.0274538
3.14195,0.0270766
3.1452,0.0268901
3.14217,0.0266873
3.14239,0.0263202
3.14262,0.025963
3.14283,0.0256154
3.14512,0.0253795
3.14664,0.025094
3.1468,0.0247707
3.14401,0.0246135
3.14483,0.0243178
3.15514,0.026136
3.15236,0.0259654
3.1507,0.0257038
3.15021,0.0254007
3.14917,0.0251217
3.14709,0.0249149
3.14407,0.0248117
3.1426,0.0245718
3.14223,0.024297
3.14241,0.0240262
3.13958,0.0239296
3.13979,0.023669
3.13895,0.0234282
3.13812,0.0231922
3.13636,0.0230148
3.13607,0.0227755
3.13348,0.0226886
3.14055,0.0235447
3.1429,0.0234236
3.14833,0.023814
