0
0.5
50
1.0
0.0
0
50
10000
0.1
16
2000
  ReadInput >> restart;
  ReadInput >> temp;
  ReadInput >> nspin;
  ReadInput >> J;
  ReadInput >> h;
  ReadInput >> metro;
  ReadInput >> nblk;
  ReadInput >> nstep;
  ReadInput >> steptemp;
  ReadInput >> ntemp;
  ReadInput >> nstepeq;
