1 0.799427 0.613357 -0.507891 0
2 0.799427 0.613357 -0.468671 0.0392208
3 0.799427 0.613357 -0.455005 0.0264481
4 0.799427 0.613357 -0.44625 0.0206495
5 0.799427 0.613357 -0.444686 0.0160713
6 0.799427 0.613357 -0.447303 0.0133806
7 0.799427 0.613357 -0.456727 0.0147207
8 0.799427 0.613357 -0.452409 0.01346
9 0.799427 0.613357 -0.456819 0.0126634
10 0.799427 0.613357 -0.455995 0.0113564
11 0.799427 0.613357 -0.455189 0.0103038
12 0.799427 0.613357 -0.45953 0.0103593
13 0.799427 0.613357 -0.465093 0.0110341
14 0.799427 0.613357 -0.464069 0.0102667
15 0.799427 0.613357 -0.462096 0.00975937
16 0.799427 0.613357 -0.461476 0.00915009
17 0.799427 0.613357 -0.462776 0.00869282
18 0.799427 0.613357 -0.461399 0.00831055
19 0.799427 0.613357 -0.455681 0.00972046
20 0.799427 0.613357 -0.458465 0.00963265
21 0.799427 0.613357 -0.458669 0.00916474
22 0.799427 0.613357 -0.458198 0.00875091
23 0.799427 0.613357 -0.463871 0.0101046
24 0.799427 0.613357 -0.460835 0.0101395
25 0.799427 0.613357 -0.462923 0.00994712
26 0.799427 0.613357 -0.462465 0.00956787
27 0.799427 0.613357 -0.461729 0.00923609
28 0.799427 0.613357 -0.462801 0.00896453
29 0.799427 0.613357 -0.463131 0.00865618
30 0.799427 0.613357 -0.461038 0.00862075
31 0.799427 0.613357 -0.461595 0.00835662
32 0.799427 0.613357 -0.460665 0.00814452
33 0.799427 0.613357 -0.460453 0.00789671
34 0.799427 0.613357 -0.460834 0.00767044
35 0.799427 0.613357 -0.460923 0.00744859
36 0.799427 0.613357 -0.462222 0.00735437
37 0.799427 0.613357 -0.461636 0.00717681
38 0.799427 0.613357 -0.458673 0.00758768
39 0.799427 0.613357 -0.458047 0.00741705
40 0.799427 0.613357 -0.457088 0.00729267
41 0.799427 0.613357 -0.456622 0.0071278
42 0.799427 0.613357 -0.454929 0.007159
43 0.799427 0.613357 -0.455138 0.00699364
44 0.799427 0.613357 -0.454625 0.00685201
45 0.799427 0.613357 -0.454742 0.00669904
46 0.799427 0.613357 -0.455167 0.00656556
47 0.799427 0.613357 -0.454609 0.0064486
48 0.799427 0.613357 -0.455652 0.00639846
49 0.799427 0.613357 -0.455872 0.00627036
50 0.799427 0.613357 -0.457045 0.00625476
51 0.799427 0.613357 -0.45573 0.0062703
52 0.799427 0.613357 -0.455805 0.00614899
53 0.799427 0.613357 -0.455484 0.00604041
54 0.799427 0.613357 -0.454481 0.00601165
55 0.799427 0.613357 -0.45594 0.00607897
56 0.799427 0.613357 -0.456621 0.0060081
57 0.799427 0.613357 -0.455696 0.00597372
58 0.799427 0.613357 -0.456461 0.00591947
59 0.799427 0.613357 -0.457042 0.00584714
60 0.799427 0.613357 -0.454651 0.006226
61 0.799427 0.613357 -0.454205 0.00613931
62 0.799427 0.613357 -0.453137 0.00613316
