5 0.936898 0.929664 0.199738 0.0477548
5 0.959795 0.990835 0.66175 0.0899509
5 1.00805 0.874692 0.321719 0.0513196
5 1.01177 0.893561 0.389081 0.0545178
5 1.01728 0.946715 0.67603 0.075693
5 0.971107 0.894309 0.210358 0.0467194
5 1.05938 0.853721 0.438524 0.0573502
5 1.06099 0.884285 0.434273 0.0529968
5 1.03784 0.840848 0.179053 0.0423971
5 0.978617 0.756136 -0.164628 0.0202433
5 1.05194 0.738829 -0.0394239 0.0266885
5 0.940239 0.72345 -0.27205 0.017107
5 0.909241 0.725485 -0.318322 0.0150001
5 0.875564 0.732626 -0.333626 0.0130202
5 0.929984 0.67613 -0.352789 0.0109832
5 0.995905 0.688038 -0.237191 0.0178162
5 0.887858 0.661398 -0.390467 0.00901466
5 0.89593 0.700966 -0.335683 0.0149612
5 0.973711 0.666312 -0.266719 0.0145132
5 1.02605 0.604687 -0.253829 0.0111271
5 0.972737 0.697263 -0.270992 0.0151622
5 1.03543 0.688908 -0.101965 0.0249084
5 0.915881 0.70837 -0.325021 0.0123688
5 0.961817 0.773558 -0.143349 0.0261323
5 1.0273 0.769378 -0.0192387 0.0288453
5 0.985404 0.802177 0.0180671 0.0323405
5 0.884157 0.75893 -0.272981 0.0152526
5 0.813873 0.833114 -0.246663 0.0196066
5 0.900328 0.820699 -0.133722 0.0244149
5 0.82553 0.725913 -0.365778 0.0127944
5 0.728208 0.657239 -0.426134 0.00366655
5 0.703842 0.650362 -0.405233 0.00405399
5 0.708315 0.713996 -0.386364 0.00712382
5 0.758525 0.627637 -0.437164 0.00293298
5 0.768419 0.584684 -0.428338 0.00283065
5 0.786335 0.580147 -0.429217 0.00311738
5 0.725582 0.546292 -0.389286 0.00461553
5 0.755538 0.516198 -0.330654 0.00631544
5 0.75013 0.439353 -0.0437105 0.0115599
5 0.850701 0.460827 -0.116061 0.00999985
5 0.830588 0.415092 0.162301 0.0142721
5 0.911513 0.544791 -0.339993 0.00552389
