-3.98 0
-3.94 0
-3.9 0
-3.86 0
-3.82 0
-3.78 0
-3.74 0
-3.7 0
-3.66 0
-3.62 0
-3.58 0
-3.54 0
-3.5 0
-3.46 0
-3.42 0
-3.38 0
-3.34 0
-3.3 0
-3.26 0
-3.22 0
-3.18 0
-3.14 0
-3.1 0
-3.06 0
-3.02 0
-2.98 0
-2.94 0
-2.9 0
-2.86 0
-2.82 0
-2.78 0
-2.74 0
-2.7 0
-2.66 0
-2.62 0
-2.58 1
-2.54 0
-2.5 2
-2.46 0
-2.42 4
-2.38 2
-2.34 1
-2.3 3
-2.26 1
-2.22 9
-2.18 4
-2.14 7
-2.1 11
-2.06 20
-2.02 18
-1.98 36
-1.94 28
-1.9 51
-1.86 72
-1.82 64
-1.78 113
-1.74 164
-1.7 169
-1.66 225
-1.62 248
-1.58 301
-1.54 365
-1.5 425
-1.46 455
-1.42 625
-1.38 649
-1.34 746
-1.3 790
-1.26 937
-1.22 1052
-1.18 1015
-1.14 1189
-1.1 1229
-1.06 1390
-1.02 1402
-0.98 1480
-0.94 1570
-0.9 1709
-0.86 1607
-0.82 1649
-0.78 1659
-0.74 1702
-0.7 1755
-0.66 1652
-0.62 1697
-0.58 1643
-0.54 1623
-0.5 1553
-0.46 1493
-0.42 1498
-0.38 1415
-0.34 1399
-0.3 1346
-0.26 1304
-0.22 1259
-0.18 1208
-0.14 1170
-0.1 1178
-0.06 1180
-0.02 1122
0.02 1172
0.06 1154
0.1 1138
0.14 1176
0.18 1190
0.22 1258
0.26 1258
0.3 1236
0.34 1389
0.38 1381
0.42 1481
0.46 1445
0.5 1494
0.54 1585
0.58 1580
0.62 1651
0.66 1533
0.7 1738
0.74 1612
0.78 1633
0.82 1656
0.86 1579
0.9 1559
0.94 1598
0.98 1448
1.02 1346
1.06 1200
1.1 1192
1.14 1120
1.18 1075
1.22 999
1.26 827
1.3 819
1.34 708
1.38 629
1.42 525
1.46 500
1.5 428
1.54 362
1.58 315
1.62 244
1.66 208
1.7 186
1.74 136
1.78 137
1.82 99
1.86 73
1.9 69
1.94 29
1.98 38
2.02 23
2.06 20
2.1 16
2.14 14
2.18 8
2.22 5
2.26 3
2.3 6
2.34 0
2.38 1
2.42 2
2.46 0
2.5 0
2.54 0
2.58 0
2.62 0
2.66 0
2.7 0
2.74 0
2.78 0
2.82 0
2.86 0
2.9 0
2.94 0
2.98 0
3.02 0
3.06 0
3.1 0
3.14 0
3.18 0
3.22 0
3.26 0
3.3 0
3.34 0
3.38 0
3.42 0
3.46 0
3.5 0
3.54 0
3.58 0
3.62 0
3.66 0
3.7 0
3.74 0
3.78 0
3.82 0
3.86 0
3.9 0
3.94 0
3.98 0
