5.17246 0
5.44609 0.273631
5.28387 0.226433
5.36885 0.181265
5.27262 0.170215
5.37172 0.170693
5.40438 0.147913
5.44266 0.133692
5.33621 0.158851
5.2415 0.170755
5.39813 0.219976
5.39 0.200974
5.52626 0.229659
5.4828 0.217019
5.45916 0.203412
5.46162 0.190291
5.42931 0.181644
5.40497 0.172978
5.42514 0.164859
5.44341 0.157464
5.45012 0.149928
5.42383 0.145348
5.42561 0.138896
5.36736 0.145179
5.33861 0.142188
5.34164 0.136643
5.33165 0.131864
5.32606 0.12719
5.27394 0.133337
5.26944 0.128894
5.32364 0.135939
5.32183 0.131635
5.29956 0.129512
5.32306 0.127822
5.31479 0.124392
5.29468 0.122548
5.39509 0.155852
5.3889 0.151822
5.33803 0.156386
5.34188 0.152475
5.39889 0.159262
5.44154 0.161172
5.45209 0.157732
5.42348 0.156738
5.42784 0.153278
5.42973 0.14992
5.40869 0.148196
5.39174 0.146064
5.41372 0.144732
5.41472 0.141811
5.41498 0.139003
5.4244 0.136629
5.4331 0.134308
5.42599 0.131989
5.44919 0.131627
5.47317 0.13146
5.49016 0.130247
5.4853 0.128074
5.47538 0.126275
5.473 0.124175
5.47222 0.122125
5.4765 0.120215
5.48036 0.118355
5.49089 0.116966
5.48685 0.115223
5.47961 0.113694
5.49382 0.112882
5.49034 0.111264
5.4919 0.10965
5.48603 0.108232
5.48991 0.106767
5.48332 0.10548
5.48766 0.104116
5.46575 0.105011
5.47342 0.103886
5.47097 0.102539
5.47116 0.101199
5.47869 0.100177
5.48168 0.0989454
5.47549 0.0978967
5.47299 0.0967127
5.47784 0.0956488
5.50496 0.0983058
5.51597 0.09775
5.52185 0.0967718
5.53932 0.0972223
5.5405 0.0961056
5.54282 0.0950356
5.53895 0.0940417
5.548 0.0934306
5.55045 0.0924308
5.5427 0.0917492
5.51497 0.0948978
5.52227 0.0941663
5.51726 0.0933043
5.52646 0.0927841
5.51918 0.0921104
5.50697 0.0919793
5.49658 0.0916366
5.49269 0.0907993
