4.70124 0
5.66474 0.963506
5.77786 0.567665
5.34307 0.591744
5.3663 0.458951
5.46092 0.386493
5.21832 0.406879
4.98786 0.42104
5.08866 0.384759
5.2293 0.371767
5.16208 0.342928
5.17206 0.313208
5.18897 0.288605
5.13023 0.273577
5.13297 0.254701
5.20317 0.248377
5.26859 0.242308
5.34986 0.242476
5.37747 0.231015
5.36626 0.219446
5.4567 0.227486
5.47466 0.217642
5.50416 0.210045
5.51894 0.201645
5.47886 0.19752
5.4715 0.189914
5.45984 0.183116
5.48459 0.178183
5.48942 0.171997
5.44595 0.171755
5.43112 0.166783
5.45503 0.163248
5.50135 0.164864
5.46376 0.164299
5.45633 0.159709
5.4559 0.15521
5.41508 0.156377
5.41819 0.152238
5.43105 0.14884
5.41112 0.146434
5.40813 0.142849
5.3995 0.139673
5.37511 0.13855
5.3651 0.135734
5.38253 0.133823
5.37282 0.131241
5.37145 0.128426
5.36751 0.125784
5.40193 0.127908
5.40499 0.125361
5.39747 0.123108
5.40486 0.120944
5.40666 0.118654
5.40183 0.116536
5.40057 0.114405
5.37909 0.114377
5.37717 0.112369
5.37237 0.11052
5.3785 0.108803
5.3723 0.107154
5.33805 0.110809
5.36169 0.111541
5.37127 0.110173
5.40992 0.115119
5.42933 0.114985
5.41642 0.113963
5.40612 0.11272
5.40598 0.11105
5.39356 0.110131
5.40351 0.109001
5.40016 0.107507
5.37656 0.1086
5.37708 0.107103
5.36646 0.106179
5.39552 0.108709
5.38475 0.107808
5.38892 0.106481
5.39598 0.105344
5.37731 0.105665
5.38067 0.10439
5.39805 0.104549
5.40453 0.103469
5.39576 0.10259
5.39299 0.101399
5.39029 0.100236
5.39838 0.0993932
5.38591 0.099032
5.39175 0.0980739
5.38245 0.0974105
5.38629 0.0963988
5.3939 0.0956365
5.39879 0.0947174
5.40832 0.0941771
5.40505 0.0932272
5.41514 0.0927913
5.40515 0.0923619
5.40866 0.0914722
5.40152 0.0908148
5.39206 0.0903893
5.41149 0.091565
