3.26238	10.6431
3.15881	9.97808
3.20976	10.3025
3.01523	9.09159
3.10945	9.6687
3.15881	9.97808
3.31675	11.0008
3.26238	10.6431
3.01523	9.09159
3.55366	12.6285
3.20976	10.3025
3.06162	9.37349
2.92654	8.56466
3.06162	9.37349
3.75481	14.0986
2.97022	8.82223
3.20976	10.3025
3.15881	9.97808
3.31675	11.0008
3.01523	9.09159
3.10945	9.6687
3.15881	9.97808
3.9801	15.8412
2.92654	8.56466
2.97022	8.82223
2.88413	8.31821
2.7261	7.4316
3.01523	9.09159
3.06162	9.37349
3.06162	9.37349
3.31675	11.0008
3.26238	10.6431
3.43112	11.7726
3.06162	9.37349
3.31675	11.0008
3.37297	11.3769
3.37297	11.3769
2.84293	8.08224
3.75481	14.0986
2.80289	7.85618
2.92654	8.56466
3.31675	11.0008
3.10945	9.6687
2.92654	8.56466
3.10945	9.6687
3.10945	9.6687
2.7261	7.4316
3.06162	9.37349
3.01523	9.09159
2.88413	8.31821
3.06162	9.37349
3.10945	9.6687
3.10945	9.6687
3.31675	11.0008
2.92654	8.56466
2.97022	8.82223
3.10945	9.6687
3.20976	10.3025
3.20976	10.3025
2.92654	8.56466
3.10945	9.6687
3.31675	11.0008
3.01523	9.09159
3.55366	12.6285
3.20976	10.3025
3.20976	10.3025
3.01523	9.09159
3.01523	9.09159
2.97022	8.82223
3.20976	10.3025
3.37297	11.3769
2.92654	8.56466
3.15881	9.97808
3.15881	9.97808
3.15881	9.97808
3.31675	11.0008
3.26238	10.6431
3.15881	9.97808
2.92654	8.56466
3.20976	10.3025
3.9801	15.8412
2.92654	8.56466
3.01523	9.09159
3.10945	9.6687
3.06162	9.37349
2.97022	8.82223
2.88413	8.31821
3.01523	9.09159
3.10945	9.6687
3.15881	9.97808
2.88413	8.31821
3.15881	9.97808
3.06162	9.37349
3.06162	9.37349
2.97022	8.82223
3.10945	9.6687
2.88413	8.31821
3.82702	14.6461
3.37297	11.3769
3.68528	13.5813
