3.26238,0
3.21059,0.0366166
3.21031,0.0244122
3.16154,0.0460353
3.15112,0.0379888
3.15241,0.0316789
3.17588,0.0347817
3.18669,0.0320703
3.16764,0.0336941
3.20624,0.0475465
3.20656,0.0432252
3.19448,0.0412763
3.17387,0.0429399
3.16586,0.0406145
3.20512,0.0536264
3.19044,0.0522457
3.19157,0.0491848
3.18975,0.046486
3.19644,0.0445173
3.18738,0.0432036
3.18367,0.0413053
3.18254,0.0394433
3.21721,0.0507308
3.2051,0.0500419
3.19571,0.0489142
3.18372,0.0484786
3.16677,0.0495575
3.16136,0.0480823
3.15792,0.0465471
3.15471,0.0451061
3.15994,0.0439529
3.16314,0.0426958
3.17126,0.0421672
3.16804,0.0410501
3.17229,0.0400965
3.17786,0.0393683
3.18313,0.0386558
3.17418,0.0386614
3.18907,0.0404352
3.17941,0.0405605
3.17325,0.0400374
3.17666,0.0392297
3.1751,0.0383485
3.16945,0.0378907
3.16812,0.0370721
3.16684,0.0362881
3.15746,0.0367077
3.15547,0.0359973
3.15261,0.0353762
3.14724,0.0350738
3.14556,0.0344263
3.14486,0.0337712
3.14419,0.0331406
3.14739,0.0326806
3.14337,0.0323322
3.14028,0.0319023
3.13974,0.0313472
3.14095,0.03083
3.14212,0.0303295
3.13852,0.030036
3.13805,0.0295474
3.14093,0.0292111
3.13893,0.0288155
3.14541,0.0290848
3.1464,0.0286541
3.14736,0.0282361
3.14539,0.0278834
3.14348,0.027539
3.14097,0.0272541
3.14195,0.0268825
3.1452,0.0267
3.14217,0.0265013
3.14239,0.0261393
3.14262,0.025787
3.14283,0.0254441
3.14512,0.025212
3.14664,0.0249305
3.1468,0.0246114
3.14401,0.0244572
3.14483,0.0241653
3.15514,0.0259742
3.15236,0.0258066
3.1507,0.0255485
3.15021,0.0252491
3.14917,0.0249735
3.14709,0.0247697
3.14407,0.0246687
3.1426,0.0244318
3.14223,0.0241601
3.14241,0.0238923
3.13958,0.0237978
3.13979,0.02354
3.13895,0.0233019
3.13812,0.0230685
3.13636,0.0228933
3.13607,0.0226565
3.13348,0.0225714
3.14055,0.0234242
3.1429,0.023305
3.14833,0.0236946
