0 0 0
0.0128248 0 0
0.0256496 0 0
0.0384745 0 0
0.0512993 0 0
0.0641241 0 0
0.0769489 0 0
0.0897737 0 0
0.102599 0 0
0.115423 0 0
0.128248 0 0
0.141073 0 0
0.153898 0 0
0.166723 0 0
0.179547 0 0
0.192372 0 0
0.205197 0 0
0.218022 0 0
0.230847 0 0
0.243672 0 0
0.256496 0 0
0.269321 0 0
0.282146 0 0
0.294971 0 0
0.307796 0 0
0.32062 0 0
0.333445 0 0
0.34627 0 0
0.359095 0 0
0.37192 0 0
0.384745 0 0
0.397569 0 0
0.410394 0 0
0.423219 0 0
0.436044 0 0
0.448869 0 0
0.461694 0 0
0.474518 0 0
0.487343 0 0
0.500168 0 0
0.512993 0 0
0.525818 0 0
0.538642 0 0
0.551467 0 0
0.564292 0 0
0.577117 0 0
0.589942 0 0
0.602767 0 0
0.615591 0 0
0.628416 0 0
0.641241 0 0
0.654066 0 0
0.666891 0 0
0.679715 0 0
0.69254 0 0
0.705365 0 0
0.71819 0 0
0.731015 0 0
0.74384 0 0
0.756664 0 0
0.769489 0 0
0.782314 0 0
0.795139 0 0
0.807964 0 0
0.820788 0 0
0.833613 0 0
0.846438 0 0
0.859263 0.000148219 8.65375e-05
0.872088 0.000220847 8.7682e-05
0.884913 0.00161265 0.00028882
0.897737 0.00851082 0.000710115
0.910562 0.0340201 0.00116715
0.923387 0.0986573 0.00270611
0.936212 0.216322 0.00428096
0.949037 0.417348 0.0051973
0.961861 0.692928 0.0056311
0.974686 1.02761 0.00657806
0.987511 1.35325 0.00967542
1.00034 1.69352 0.012073
1.01316 2.0203 0.0125084
1.02599 2.25333 0.0141101
1.03881 2.40642 0.01336
1.05164 2.52691 0.0129463
1.06446 2.58249 0.0098906
1.07728 2.58731 0.010714
1.09011 2.54875 0.0125298
1.10293 2.4795 0.0101131
1.11576 2.38182 0.0107372
1.12858 2.28242 0.0109302
1.14141 2.16042 0.0104189
1.15423 2.05006 0.0103722
1.16706 1.92638 0.00892337
1.17988 1.8153 0.0078698
1.19271 1.71208 0.00947654
1.20553 1.59753 0.00988305
1.21836 1.51728 0.00954013
1.23118 1.42505 0.00950888
1.24401 1.34692 0.00892803
1.25683 1.26919 0.0087824
1.26966 1.2117 0.00824298
1.28248 1.15382 0.00781082
1.29531 1.10389 0.00792212
1.30813 1.04241 0.00784304
1.32096 0.996841 0.00718859
1.33378 0.940265 0.00741944
1.34661 0.903052 0.00739403
1.35943 0.875759 0.00818335
1.37226 0.842451 0.00656436
1.38508 0.826639 0.00620655
1.39791 0.80287 0.00660396
1.41073 0.774169 0.00572093
1.42355 0.749511 0.00574775
1.43638 0.734032 0.00537613
1.4492 0.719806 0.00540014
1.46203 0.711631 0.00573387
1.47485 0.697447 0.00579854
1.48768 0.698631 0.00517269
1.5005 0.680426 0.00539173
1.51333 0.677496 0.00482548
1.52615 0.668372 0.005343
1.53898 0.665803 0.00569401
1.5518 0.673798 0.00544264
1.56463 0.672907 0.00460181
1.57745 0.673285 0.00464219
1.59028 0.675549 0.00588965
1.6031 0.684859 0.00507931
1.61593 0.68787 0.0045794
1.62875 0.694585 0.0049837
1.64158 0.700127 0.00474584
1.6544 0.706858 0.00458328
1.66723 0.710989 0.0057169
1.68005 0.726127 0.00556003
1.69288 0.743382 0.00572829
1.7057 0.760578 0.0061393
1.71853 0.778392 0.00527993
1.73135 0.792805 0.00490678
1.74418 0.811066 0.00425726
1.757 0.830256 0.00472524
1.76983 0.849191 0.00486708
1.78265 0.86532 0.00551541
1.79547 0.889504 0.00641115
1.8083 0.917625 0.00543888
1.82112 0.935657 0.0054388
1.83395 0.949455 0.00579692
1.84677 0.966385 0.00609465
1.8596 0.992072 0.00546419
1.87242 1.01397 0.00523615
1.88525 1.03669 0.00491411
1.89807 1.05046 0.00480805
1.9109 1.06311 0.00505886
1.92372 1.08336 0.00588935
1.93655 1.10249 0.00532117
1.94937 1.12197 0.00676545
1.9622 1.14134 0.00547499
1.97502 1.1569 0.00534307
1.98785 1.17373 0.00515326
2.00067 1.18115 0.00511229
2.0135 1.19417 0.00557661
2.02632 1.19638 0.00494629
2.03915 1.2039 0.00522224
2.05197 1.20631 0.0054096
2.0648 1.21529 0.00539785
2.07762 1.21377 0.00475264
2.09045 1.21545 0.00391674
2.10327 1.21173 0.00485169
2.1161 1.20905 0.00415673
2.12892 1.1987 0.00519011
2.14174 1.18849 0.00494877
2.15457 1.18166 0.0048929
2.16739 1.16678 0.00513202
2.18022 1.16009 0.00442206
2.19304 1.13839 0.00465783
2.20587 1.12938 0.0039571
2.21869 1.11761 0.00464445
2.23152 1.1002 0.00329134
2.24434 1.08873 0.00437587
2.25717 1.07146 0.00488056
2.26999 1.05736 0.00467873
2.28282 1.04082 0.00461877
2.29564 1.02486 0.00452572
2.30847 1.00791 0.00445424
2.32129 0.999514 0.00481755
2.33412 0.988424 0.00461008
2.34694 0.974999 0.0046333
2.35977 0.96737 0.0043574
2.37259 0.953572 0.00420488
2.38542 0.94019 0.00407161
2.39824 0.931707 0.00366318
2.41107 0.929153 0.00409452
2.42389 0.924277 0.00393219
2.43672 0.918434 0.00440707
2.44954 0.909399 0.00458414
2.46237 0.900327 0.00395012
2.47519 0.898113 0.00370123
2.48802 0.893425 0.00385315
2.50084 0.897179 0.00342521
2.51366 0.896679 0.00350125
2.52649 0.896539 0.00373517
2.53931 0.894138 0.00415125
2.55214 0.895082 0.0036117
