0.4 0.896306
0.5 0.875178
0.6 0.853149
0.7 0.8346
0.8 0.820107
0.9 0.798851
1 0.786804
1.1 0.773459
1.2 0.762803
1.3 0.750907
1.4 0.740677
1.5 0.733681
1.6 0.723223
1.7 0.714849
1.8 0.708167
1.9 0.699027
2 0.695083
2.1 0.688873
2.2 0.682625
2.3 0.679101
2.4 0.674815
2.5 0.671292
2.6 0.665424
2.7 0.662577
2.8 0.661546
2.9 0.657847
3 0.655617
3.2 0.650805
3.4 0.646144
3.6 0.644131
3.8 0.642341
4 0.640194
4.2 0.639175
4.4 0.635961
4.6 0.634731
4.8 0.63064
5 0.630681
6 0.624369
7 0.620911
8 0.619736
9 0.617888
10 0.616735
11 0.616576
12 0.616473
13 0.615002
14 0.616016
15 0.614774
16 0.614069
17 0.614924
18 0.614018
19 0.615451
20 0.616158
