1 5.81512 5.81512 0
2 5.74715 5.78114 0.0240322
3 5.68221 5.74816 0.0313321
4 5.79276 5.75931 0.0254053
5 5.77666 5.76278 0.0205598
6 5.84556 5.77658 0.0212646
7 5.83724 5.78524 0.0199146
8 5.83536 5.79151 0.0183844
9 5.9426 5.8083 0.02275
10 5.70165 5.79763 0.0228384
11 5.81595 5.7993 0.0208228
12 5.77651 5.7974 0.019174
13 5.84363 5.80095 0.0180258
14 5.83324 5.80326 0.0168852
15 5.95606 5.81345 0.01858
16 5.70014 5.80636 0.0187197
17 5.84047 5.80837 0.0177257
18 5.81053 5.80849 0.0167414
19 5.86239 5.81133 0.0160988
20 5.89499 5.81551 0.015828
21 5.76793 5.81324 0.0152356
22 5.82578 5.81381 0.0145537
23 5.76632 5.81175 0.0140667
24 5.8941 5.81518 0.0138928
25 5.84959 5.81656 0.0134051
26 5.81283 5.81641 0.0128903
27 5.82938 5.81689 0.0124218
28 5.84652 5.81795 0.0120231
29 5.79119 5.81703 0.0116439
30 5.90168 5.81985 0.0115926
31 5.82775 5.82011 0.0112215
32 5.80884 5.81975 0.0108763
33 5.95252 5.82378 0.0112663
34 5.82657 5.82386 0.0109352
35 5.93307 5.82698 0.011059
36 5.75789 5.82506 0.0109171
37 5.85447 5.82586 0.0106509
38 5.8138 5.82554 0.0103754
39 5.80953 5.82513 0.0101174
40 5.88632 5.82666 0.0099795
41 5.89442 5.82831 0.009872
42 5.81549 5.828 0.00964167
43 5.79308 5.82719 0.00945159
44 5.8004 5.82658 0.00925638
45 5.835 5.82677 0.00905257
46 5.76926 5.82552 0.00894168
47 5.81432 5.82528 0.00875461
48 5.71462 5.82298 0.00887057
49 5.79133 5.82233 0.00871302
50 5.99346 5.82575 0.00918644
51 5.7223 5.82373 0.00922755
52 5.79374 5.82315 0.00906809
53 5.82598 5.8232 0.00889715
54 5.92839 5.82515 0.00894311
55 5.79373 5.82458 0.00879874
56 5.83765 5.82481 0.00864471
57 5.75424 5.82357 0.00858125
58 5.83881 5.82384 0.00843731
59 5.80982 5.8236 0.00829765
60 5.83062 5.82372 0.00816018
61 5.87761 5.8246 0.00807409
62 5.89402 5.82572 0.00802112
63 5.72869 5.82418 0.0080403
64 5.78874 5.82363 0.00793372
65 5.84084 5.82389 0.00781608
66 5.78403 5.82329 0.00772096
67 5.93479 5.82495 0.00778302
68 5.78054 5.8243 0.00769592
69 5.8831 5.82515 0.00763142
70 5.932 5.82668 0.00767353
71 5.82904 5.82671 0.00756553
72 5.95659 5.82851 0.00767248
73 5.90413 5.82955 0.00763698
74 5.90022 5.8305 0.00759325
75 5.93938 5.83196 0.00762952
76 5.79839 5.83151 0.00754191
77 5.82723 5.83146 0.00744417
78 5.83226 5.83147 0.00734874
79 5.76459 5.83062 0.00730431
80 5.79699 5.8302 0.00722509
81 5.8516 5.83047 0.00714072
82 5.83368 5.83051 0.00705375
83 5.8345 5.83055 0.00696893
84 5.83155 5.83057 0.00688597
85 5.87196 5.83105 0.00682216
86 5.72983 5.82988 0.00684361
87 5.7025 5.82841 0.00691978
88 5.75443 5.82757 0.00689202
89 5.85179 5.82784 0.00681995
90 5.78354 5.82735 0.00676192
91 5.86077 5.82772 0.00669758
92 5.90068 5.82851 0.00667157
93 5.77617 5.82795 0.00662353
94 5.74908 5.82711 0.00660599
95 5.87105 5.82757 0.00655262
96 5.88634 5.82818 0.0065129
97 5.87328 5.82865 0.00646233
98 5.77336 5.82808 0.00642097
99 5.86858 5.82849 0.00636913
100 5.78586 5.82807 0.00631968
