36.1823 1.75086
33.2474 2.12018
30.0236 1.90411
29.2239 1.99582
28.1037 2.02268
27.8051 2.08387
27.8315 2.37924
25.9152 2.28223
24.5572 2.36538
24.0747 2.37633
24.2188 2.34551
23.2939 2.42426
23.0892 2.63651
23.4666 2.54673
24.0018 2.48433
23.6262 2.75194
23.2713 2.70168
22.4339 2.56157
22.415 2.55954
22.144 2.86488
21.8473 2.52336
22.0162 2.65178
20.552 2.56043
20.7837 2.99737
20.7329 2.90006
20.3889 2.87878
20.8229 2.82597
19.8396 2.60111
20.1143 3.05825
19.8725 2.87367
19.776 2.74008
20.5703 2.93562
20.4023 2.77661
20.0752 2.7799
20.077 2.74063
20.4614 2.98129
19.7677 2.64664
19.3913 2.80088
19.7773 2.95964
19.954 2.86832
20.1779 3.07243
19.0759 3.06787
19.0639 2.5555
19.561 2.67811
19.2427 2.85264
19.8123 2.90084
18.9429 2.85894
19.2201 2.89805
19.6429 2.92399
19.3157 2.57205
19.4817 2.95201
19.4198 2.88708
19.572 3.03417
19.665 2.94925
19.6163 2.79085
19.4862 2.88531
19.2854 2.85398
19.8728 2.99345
18.4975 2.88317
19.1374 2.83236
18.8573 3.10071
19.202 2.94588
19.11 3.17328
18.8235 2.77878
18.9142 2.74744
19.7078 2.78873
20.2013 3.05473
19.1217 3.0396
19.6684 3.05427
19.7478 3.22346
19.7634 2.75912
19.1954 2.82035
19.1379 3.32817
18.6948 2.84543
19.1525 2.91778
18.9164 2.66479
19.1603 2.86486
19.081 3.11335
19.8817 2.99342
20.1848 2.94252
19.4522 3.1125
19.9017 3.20642
18.9681 3.02329
19.4614 3.11224
18.9349 2.76889
19.2635 2.90609
18.8069 2.82178
19.1588 3.28487
18.9459 3.03021
19.5971 3.13629
19.3365 3.03388
19.1552 3.15573
18.6927 2.90773
19.0492 3.02831
18.6876 2.76668
19.9766 3.147
19.1722 2.64008
19.1101 3.01155
18.8422 3.20667
18.4156 3.05379
18.5712 2.92982
18.7511 2.87196
19.3645 2.97841
19.509 3.01509
18.9107 2.97354
18.5375 3.06895
18.523 2.86114
18.8564 2.87537
19.1464 2.95538
18.9406 3.06727
19.2456 2.72075
18.9126 2.99155
19.2356 2.77597
19.333 2.7876
19.7683 3.11579
18.9992 2.98269
19.8525 2.9516
